num,gain
0,46.83295822143555
1,46.83295822143555
2,46.67232131958008
3,46.83935546875
4,46.83935546875
5,46.83935546875
6,46.83935546875
7,46.83935546875
8,47.129005432128906
9,47.69896697998047
10,47.69896697998047
11,47.38605880737305
12,47.236976623535156
13,46.922019958496094
14,46.9310417175293
15,46.9310417175293
16,46.9310417175293
17,46.533084869384766
18,46.533084869384766
19,46.533084869384766
20,46.533084869384766
21,46.303409576416016
22,46.303409576416016
23,46.303409576416016
24,46.303409576416016
25,46.303409576416016
26,46.303409576416016
27,46.303409576416016
28,46.303409576416016
29,46.303409576416016
30,46.45095443725586
31,46.45095443725586
32,46.614013671875
33,46.4530143737793
34,46.4530143737793
35,46.4530143737793
36,46.242164611816406
37,46.242164611816406
38,46.095458984375
39,46.095458984375
40,46.090576171875
41,46.090576171875
42,46.090576171875
43,46.090576171875
44,46.090576171875
45,46.090576171875
46,45.94244384765625
47,45.94244384765625
48,45.94244384765625
49,45.94244384765625
50,45.94244384765625
51,45.94244384765625
52,45.94244384765625
53,45.94244384765625
54,45.949729919433594
55,45.949729919433594
56,45.4848518371582
57,45.63099670410156
58,45.63099670410156
59,45.63099670410156
60,45.63099670410156
61,45.63099670410156
62,45.77389144897461
63,45.77389144897461
64,46.083126068115234
65,46.083126068115234
66,46.083126068115234
67,45.933170318603516
68,45.933170318603516
69,45.76094055175781
70,45.76094055175781
71,45.76094055175781
72,45.76094055175781
73,45.76094055175781
74,45.76094055175781
75,45.76094055175781
76,45.76094055175781
77,45.76094055175781
78,45.76094055175781
79,45.76094055175781
80,45.76094055175781
81,45.76094055175781
82,45.76094055175781
83,45.76094055175781
84,45.76094055175781
85,45.76094055175781
86,45.76094055175781
87,45.76094055175781
88,45.91254806518555
89,45.91254806518555
90,45.91254806518555
91,45.91254806518555
92,45.76673126220703
93,45.76673126220703
94,45.91978073120117
95,45.760948181152344
96,45.760948181152344
97,45.760948181152344
98,45.760948181152344
99,45.91188049316406
100,45.91188049316406
101,45.91188049316406
102,45.91188049316406
103,45.91188049316406
104,45.5830078125
105,45.57261657714844
106,45.57261657714844
107,45.57261657714844
108,45.7547607421875
109,45.7547607421875
110,45.7547607421875
111,45.7547607421875
112,45.7547607421875
113,45.7547607421875
114,45.7547607421875
115,45.7547607421875
116,45.7547607421875
117,45.7547607421875
118,45.7547607421875
